[18/Dec/2025:21:31:00 +0530] - - 301 - GET http rb-casaos.nishara.me "/" [Client 192.168.1.156] [Length 166] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[18/Dec/2025:22:20:49 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 88] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:20:51 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[18/Dec/2025:22:20:54 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 622] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:20:54 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 65] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:20:54 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 88] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:20:56 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[18/Dec/2025:22:20:59 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 622] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:20:59 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 65] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:20:59 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 88] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:01 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[18/Dec/2025:22:21:04 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 622] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:04 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 65] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:04 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 88] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:06 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[18/Dec/2025:22:21:09 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 622] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:09 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 65] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:09 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 88] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:11 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[18/Dec/2025:22:21:14 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 622] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:14 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/link" [Client 192.168.1.156] [Length 65] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:14 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/app_order" [Client 192.168.1.156] [Length 88] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:15 +0530] - 200 200 - GET https rb-casaos.nishara.me "/" [Client 192.168.1.156] [Length 640] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[18/Dec/2025:22:21:15 +0530] - 304 304 - GET https rb-casaos.nishara.me "/css/custom.css" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:15 +0530] - 304 304 - GET https rb-casaos.nishara.me "/js/custom.js" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:15 +0530] - 304 304 - GET https rb-casaos.nishara.me "/vendors-node_modules_pnpm_icewhale_casaos-appmanagement-openapi_0_4_10-alpha2_node_modules_ic-0e239e.eab3b847.js" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/app.34905a06.js" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/css/animate.min.css" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 401 401 - GET https rb-casaos.nishara.me "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 192.168.1.156] [Length 51] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
[18/Dec/2025:22:21:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/status" [Client 192.168.1.156] [Length 93] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/favicon.ico" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/vendors-node_modules_pnpm_kangc_v-md-editor_1_7_12_vue-template-compiler_2_7_16_vue_2_7_16_no-2b718b.e551a089.js" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/vendors-node_modules_pnpm_lottie-web-vue_1_2_1_node_modules_lottie-web-vue_dist_lottie-web-vu-5e7819.a5805ecd.js" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/vendors-node_modules_pnpm_vue-smooth-reflow_0_1_12_vue_2_7_16_node_modules_vue-smooth-reflow_-a4ac84.f6f9a8a1.js" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/vendors-node_modules_pnpm_simple-uploader_js_0_6_0_node_modules_simple-uploader_js_dist_uploader_js.5fdabd04.js" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/src_components_Apps_TipEditorModal_vue-data_application_vnd_ms-fontobject_base64_lBkAAOAYAAAB-75fc7b.1d1b4b50.js" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/vendors-node_modules_pnpm_hitbox-js_1_0_2_node_modules_hitbox-js_index_js-node_modules_pnpm_l-3ff5da.7175c400.js" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/vendors-node_modules_pnpm_uuid-validate_0_0_3_node_modules_uuid-validate_index_js-node_module-8e3e44.b2b76163.js" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/vendors-node_modules_pnpm_kangc_v-md-editor_1_7_12_vue-template-compiler_2_7_16_vue_2_7_16_no-e602c3.de846e13.js" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/src_views_Home_vue.729d3e89.js" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/src_components_Apps_AppPanel_vue.c750cdf5.js" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/system" [Client 192.168.1.156] [Length 160] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/wallpaper" [Client 192.168.1.156] [Length 166] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 404 404 - POST https rb-casaos.nishara.me "/v2/message_bus/event/casaos-ui/casaos-ui:global:global_visit" [Client 192.168.1.156] [Length 55] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/sys/utilization" [Client 192.168.1.156] [Length 268] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 404 404 - GET https rb-casaos.nishara.me "/v1/users/image?path=/DATA/AppData/casaos/1/wallpaper.jpg&time=1766076247273" [Client 192.168.1.156] [Length 91] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/fonts/casaos.56a0ca7f.ttf" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/fonts/britti-sans-regular.e2c8dbaa.woff" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/gateway/port" [Client 192.168.1.156] [Length 69] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/img/sync.a19f1273.svg" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/img/swiper-left.ecd14e16.svg" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/img/smart_icon.1f0362de.svg" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/img/swiper-right.75232bdb.svg" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 404 404 - GET https rb-casaos.nishara.me "/v1/container" [Client 192.168.1.156] [Length 48] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current" [Client 192.168.1.156] [Length 154] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/users/events" [Client 192.168.1.156] [Length 382] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/usb/usb-auto-mount" [Client 192.168.1.156] [Length 69] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/sys/version" [Client 192.168.1.156] [Length 156] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 404 404 - POST https rb-casaos.nishara.me "/v2/message_bus/event/casaos-ui/casaos-ui:topbar:dashboardsetting_searchengine" [Client 192.168.1.156] [Length 55] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/users/current/custom/widgets_config" [Client 192.168.1.156] [Length 111] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/sys/hardware" [Client 192.168.1.156] [Length 93] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/img/casa-white.7e405815.svg" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/img/storage.f2f41b84.png" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 404 404 - POST https rb-casaos.nishara.me "/v2/message_bus/event/casaos-ui/casaos-ui:youshouldknow:youshouldknow_show" [Client 192.168.1.156] [Length 55] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/vendors-node_modules_pnpm_vue-apexcharts_1_7_0_apexcharts_4_1_0_vue_2_7_16_node_modules_vue-a-8a978d.4c352581.js" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v1/container/usage" [Client 192.168.1.156] [Length 1819] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/img/storage.d9bf5a21.svg" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 200 200 - GET https rb-casaos.nishara.me "/v2/app_management/web/appgrid" [Client 192.168.1.156] [Length 622] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
[18/Dec/2025:22:21:16 +0530] - 304 304 - GET https rb-casaos.nishara.me "/img/waiting-white.d8460985.svg" [Client 192.168.1.156] [Length 0] [Gzip -] [Sent-to 192.168.1.174] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "https://rb-casaos.nishara.me/"
